6.5	8	0.008333333333	-0.1659097555	0.1812754257
6.5	8	0.01666666667	-0.1659097555	0.1812754257
6.5	8	0.025	-0.1659097555	0.1851195395
6.5	8	0.03333333333	-0.1659097555	0.1886887205
6.5	8	0.04166666667	-0.1659097555	0.2079112674
6.5	8	0.05	-0.1659097555	0.2219150367
6.5	8	0.05833333333	-0.1659097555	0.2301531298
6.5	8	0.06666666667	-0.1659097555	0.2356448622
6.5	8	0.075	-0.1659097555	0.256239106
6.5	8	0.08333333333	-0.1659097555	0.270518797
6.5	8	0.09166666667	-0.1659097555	0.2922117828
6.5	8	0.1	-0.1659097555	0.3073142942
6.5	8	0.1083333333	-0.1698442554	0.3276345942
6.5	8	0.1166666667	-0.1659097555	0.3487777145
6.5	8	0.125	-0.1659097555	0.3633313494
6.5	8	0.1333333333	-0.1659097555	0.3630574056
6.5	8	0.1416666667	-0.1619752557	0.3636062821
6.5	8	0.15	-0.1659097555	0.3745897469
6.5	8	0.1583333333	-0.1659097555	0.4122090535
6.5	8	0.1666666667	-0.1698442554	0.4333531628
6.5	8	0.175	-0.1698442554	0.4558699579
6.5	8	0.1833333333	-0.1659097555	0.4679521648
6.5	8	0.1916666667	-0.1698442554	0.4899200834
6.5	8	0.2	-0.1659097555	0.4978832438
6.5	8	0.2083333333	-0.1659097555	0.5102403834
6.5	8	0.2166666667	-0.1659097555	0.5146333738
6.5	8	0.225	-0.1698442554	0.521498781
6.5	8	0.2333333333	-0.1659097555	0.5256168386
6.5	8	0.2416666667	-0.1659097555	0.5338549317
6.5	8	0.25	-0.1659097555	0.5374251017
6.5	8	0.2583333333	-0.1659097555	0.5571955362
6.5	8	0.2666666667	-0.1659097555	0.5722980475
6.5	8	0.275	-0.1659097555	0.5725729803
6.5	8	0.2833333333	-0.1659097555	0.5736717224
6.5	8	0.2916666667	-0.1659097555	0.5865777386
6.5	8	0.3	-0.1698442554	0.609918343
6.5	8	0.3083333333	-0.1659097555	0.6217256172
6.5	8	0.3166666667	-0.1659097555	0.6258446637
6.5	8	0.325	-0.1659097555	0.6239221123
6.5	8	0.3333333333	-0.1659097555	0.6508328868
6.5	8	0.3416666667	-0.1698442554	0.6609925423
6.5	8	0.35	-0.1659097555	0.6763699865
6.5	8	0.3583333333	-0.1659097555	0.703279772
6.5	8	0.3666666667	-0.1659097555	0.7109689885
6.5	8	0.375	-0.1659097555	0.710420112
6.5	8	0.3833333333	-0.1659097555	0.7238750047
6.5	8	0.3916666667	-0.1659097555	0.704378514
6.5	8	0.4	-0.1698442554	0.7084975606
6.5	8	0.4083333333	-0.1659097555	0.7082226278
6.5	8	0.4166666667	-0.1659097555	0.7093213699
6.5	8	0.425	-0.1659097555	0.703279772
6.5	8	0.4333333333	-0.1659097555	0.7419978206
6.5	8	0.4416666667	-0.1659097555	0.7807158692
6.5	8	0.45	-0.1659097555	0.7936218854
6.5	8	0.4583333333	-0.1659097555	0.7930730088
6.5	8	0.4666666667	-0.1659097555	0.7938968181
6.5	8	0.475	-0.1659097555	0.8021339223
6.5	8	0.4833333333	-0.1698442554	0.8150399385
6.5	8	0.4916666667	-0.1698442554	0.8356351712
6.5	8	0.5	-0.1659097555	0.846618636
6.5	8	0.5083333333	-0.1659097555	0.835909115
6.5	8	0.5166666667	-0.1659097555	0.8770985915
6.5	8	0.525	-0.1659097555	0.8990665102
6.5	8	0.5333333333	-0.1659097555	0.852660234
6.5	8	0.5416666667	-0.1659097555	0.8570532243
6.5	8	0.55	-0.1659097555	0.8831401895
6.5	8	0.5583333333	-0.1659097555	0.9023617474
6.5	8	0.5666666667	-0.1659097555	0.9097760312
6.5	8	0.575	-0.1659097555	0.9023617474
6.5	8	0.5833333333	-0.1659097555	0.924329666
6.5	8	0.5916666667	-0.1659097555	0.9449239098
6.5	8	0.6	-0.1659097555	0.9641454677
6.5	8	0.6083333333	-0.1659097555	0.9674407049
6.5	8	0.6166666667	-0.1659097555	0.9828181491
6.5	8	0.625	-0.1659097555	1.027576807
6.5	8	0.6333333333	-0.1659097555	1.009179058
6.5	8	0.6416666667	-0.1698442554	1.007531439
6.5	8	0.65	-0.1659097555	1.028400616
6.5	8	0.6583333333	-0.1698442554	1.053388839
6.5	8	0.6666666667	-0.1659097555	1.057502941
6.5	8	0.675	-0.1659097555	1.058333673
6.5	8	0.6833333333	-0.1659097555	1.056682098
6.5	8	0.6916666667	-0.1659097555	1.058877605
6.5	8	0.7	-0.1659097555	1.056405188
6.5	8	0.7083333333	-0.1698442554	1.056682098
11.5	8	0.008333333333	-0.1659097555	0.1815493695
11.5	8	0.01666666667	-0.1659097555	0.1815493695
11.5	8	0.025	-0.1659097555	0.1818243022
11.5	8	0.03333333333	-0.1659097555	0.1840207974
11.5	8	0.04166666667	-0.1659097555	0.1977506229
11.5	8	0.05	-0.1659097555	0.219169665
11.5	8	0.05833333333	-0.1659097555	0.2232877225
11.5	8	0.06666666667	-0.1659097555	0.2444318318
11.5	8	0.075	-0.1698442554	0.2548664201
11.5	8	0.08333333333	-0.1659097555	0.2551413529
11.5	8	0.09166666667	-0.1659097555	0.2625556367
11.5	8	0.1	-0.1659097555	0.2757355967
11.5	8	0.1083333333	-0.1698442554	0.2935844687
11.5	8	0.1166666667	-0.1659097555	0.3084130363
11.5	8	0.125	-0.1659097555	0.3177488825
11.5	8	0.1333333333	-0.1659097555	0.3347739452
11.5	8	0.1416666667	-0.1698442554	0.3498764566
11.5	8	0.15	-0.1659097555	0.3611348542
11.5	8	0.1583333333	-0.1659097555	0.3608599214
11.5	8	0.1666666667	-0.1659097555	0.372118319
11.5	8	0.175	-0.1659097555	0.3976564076
11.5	8	0.1833333333	-0.1698442554	0.422369698
11.5	8	0.1916666667	-0.1698442554	0.4470829883
11.5	8	0.2	-0.1698442554	0.4523007769
11.5	8	0.2083333333	-0.1698442554	0.4525747207
11.5	8	0.2166666667	-0.1698442554	0.4572426438
11.5	8	0.225	-0.1698442554	0.47014866
11.5	8	0.2333333333	-0.1698442554	0.4720712114
11.5	8	0.2416666667	-0.1659097555	0.4728950207
11.5	8	0.25	-0.1698442554	0.4734438972
11.5	8	0.2583333333	-0.1659097555	0.4915677021
11.5	8	0.2666666667	-0.1698442554	0.4912927693
11.5	8	0.275	-0.1659097555	0.500079739
11.5	8	0.2833333333	-0.1659097555	0.5006286155
11.5	8	0.2916666667	-0.1659097555	0.5124368786
11.5	8	0.3	-0.1659097555	0.5390727203
11.5	8	0.3083333333	-0.1698442554	0.5637860107
11.5	8	0.3166666667	-0.1659097555	0.5805361406
11.5	8	0.325	-0.1659097555	0.6222744937
11.5	8	0.3333333333	-0.1659097555	0.6502830213
11.5	8	0.3416666667	-0.1659097555	0.6824105954
11.5	8	0.35	-0.1659097555	0.7153619789
11.5	8	0.3583333333	-0.1659097555	0.7373298975
11.5	8	0.3666666667	-0.1698442554	0.7667120999
11.5	8	0.375	-0.1659097555	0.7969171226
11.5	8	0.3833333333	-0.1659097555	0.8279459547
11.5	8	0.3916666667	-0.1659097555	0.8372827898
11.5	8	0.4	-0.1619752557	0.8356351712
11.5	8	0.4083333333	-0.1659097555	0.8507376826
11.5	8	0.4166666667	-0.1659097555	0.8672138688
11.5	8	0.425	-0.1659097555	0.8713319264
11.5	8	0.4333333333	-0.1659097555	0.8735294105
11.5	8	0.4416666667	-0.1659097555	0.8869843033
11.5	8	0.45	-0.1659097555	0.8963201495
11.5	8	0.4583333333	-0.1659097555	0.9273499705
11.5	8	0.4666666667	-0.1698442554	0.9501407094
11.5	8	0.475	-0.1659097555	0.9539858122
11.5	8	0.4833333333	-0.1659097555	0.9630467256
11.5	8	0.4916666667	-0.1659097555	0.9655181536
11.5	8	0.5	-0.1659097555	0.9671657722
11.5	8	0.5083333333	-0.1659097555	0.9693622674
11.5	8	0.5166666667	-0.1659097555	0.9814444742
11.5	8	0.525	-0.1659097555	0.9992933463
11.5	8	0.5333333333	-0.1659097555	1.003961269
11.5	8	0.5416666667	-0.1659097555	1.004511135
11.5	8	0.55	-0.1659097555	1.008904125
11.5	8	0.5583333333	-0.1659097555	1.010826677
11.5	8	0.5666666667	-0.1659097555	1.01467079
11.5	8	0.575	-0.1659097555	1.022908884
11.5	8	0.5833333333	-0.1659097555	1.031970786
11.5	8	0.5916666667	-0.1659097555	1.038564227
11.5	8	0.6	-0.1659097555	1.051470244
11.5	8	0.6083333333	-0.1659097555	1.052291086
11.5	8	0.6166666667	-0.1659097555	1.052291086
11.5	8	0.625	-0.1659097555	1.051737265
16.5	8	0.008333333333	-0.1619752557	0.1818243022
16.5	8	0.01666666667	-0.1659097555	0.1812754257
16.5	8	0.025	-0.1659097555	0.179627807
16.5	8	0.03333333333	-0.1619752557	0.2018696694
16.5	8	0.04166666667	-0.1659097555	0.2145007529
16.5	8	0.05	-0.1659097555	0.2342721763
