# X	Y	time	B	Z
11.5	9.5	0.4583333333	-3.107399919	1.067669519
11.5	9.5	0.4666666667	-2.603364683	1.080298625
11.5	9.5	0.475	-2.264739693	1.092383798
11.5	9.5	0.4833333333	-2.154476947	1.095123236
11.5	9.5	0.4916666667	-2.162345947	1.094579305
11.5	9.5	0.5	-2.166280446	1.091829977
11.5	9.5	0.5083333333	-2.166280446	1.092660709
16.5	9.5	0.008333333333	-3.918584145	0.1980255557
16.5	9.5	0.01666666667	-3.914617395	0.1950052512
16.5	9.5	0.025	-3.914617395	0.1947303184
16.5	9.5	0.03333333333	-3.914617395	0.1950052512
16.5	9.5	0.04166666667	-3.914617395	0.1947303184
16.5	9.5	0.05	-3.914617395	0.1944553857
16.5	9.5	0.05833333333	-3.918584145	0.1941814419
16.5	9.5	0.06666666667	-3.950060144	0.1983004884
16.5	9.5	0.075	-4.446226379	0.2285055112
16.5	9.5	0.08333333333	-4.828185693	0.2611819618
16.5	9.5	0.09166666667	-5.036885112	0.2850724318
16.5	9.5	0.1	-5.214082731	0.3070393615
16.5	9.5	0.1083333333	-5.281024054	0.3204952432
16.5	9.5	0.1166666667	-5.296774954	0.3246133008
16.5	9.5	0.125	-5.320401303	0.3240644242
16.5	9.5	0.1333333333	-5.336152203	0.3284584035
16.5	9.5	0.1416666667	-5.351903102	0.3490526473
16.5	9.5	0.15	-5.355840827	0.3496015239
16.5	9.5	0.1583333333	-5.363716277	0.3528967611
16.5	9.5	0.1666666667	-5.375529451	0.3561919983
16.5	9.5	0.175	-5.387342626	0.3603110449
16.5	9.5	0.1833333333	-5.434595325	0.3715694425
16.5	9.5	0.1916666667	-5.509412098	0.4015005214
16.5	9.5	0.2	-5.501536648	0.3971065421
16.5	9.5	0.2083333333	-5.505474373	0.3965576656
16.5	9.5	0.2166666667	-5.501536648	0.3976564076
16.5	9.5	0.225	-5.493661198	0.4086398725
16.5	9.5	0.2333333333	-5.521225272	0.425938879
16.5	9.5	0.2416666667	-5.596042045	0.4512020348
16.5	9.5	0.25	-5.655107918	0.4720712114
16.5	9.5	0.2583333333	-5.702360617	0.4929403879
16.5	9.5	0.2666666667	-5.698422892	0.5204000389
16.5	9.5	0.275	-5.690547442	0.5500561851
16.5	9.5	0.2833333333	-5.702360617	0.5802612079
16.5	9.5	0.2916666667	-5.702360617	0.5830075686
16.5	9.5	0.3	-5.702360617	0.58493012
16.5	9.5	0.3083333333	-5.670858818	0.615958952
16.5	9.5	0.3166666667	-5.737800141	0.6585211144
16.5	9.5	0.325	-5.75355104	0.6994356582
16.5	9.5	0.3333333333	-5.714173791	0.7381537068
16.5	9.5	0.3416666667	-5.682671992	0.7590228833
16.5	9.5	0.35	-5.682671992	0.7612193785
16.5	9.5	0.3583333333	-5.678734268	0.7708301575
16.5	9.5	0.3666666667	-5.643294744	0.7991136178
16.5	9.5	0.375	-5.60785522	0.8213564692
16.5	9.5	0.3833333333	-5.58422887	0.833438676
16.5	9.5	0.3916666667	-5.533038447	0.8559554712
16.5	9.5	0.4	-5.450346224	0.8749020964
16.5	9.5	0.4083333333	-5.375529451	0.8919271591
16.5	9.5	0.4166666667	-5.336152203	0.9067547377
16.5	9.5	0.425	-5.288899504	0.9177391915
16.5	9.5	0.4333333333	-5.229833631	0.931469017
16.5	9.5	0.4416666667	-5.155016858	0.9413537398
16.5	9.5	0.45	-5.115639609	0.9501407094
16.5	9.5	0.4583333333	-5.095950985	0.9520632608
16.5	9.5	0.4666666667	-5.095950985	0.9517883281
16.5	9.5	0.475	-5.09988871	0.9479442143
16.5	9.5	0.4833333333	-5.09988871	0.4053446352
16.5	9.5	0.4916666667	-5.09988871	0.4050697025
16.5	9.5	0.5	-5.09988871	0.3800814794
16.5	9.5	0.5083333333	-5.09988871	0.3732170611
16.5	9.5	0.5166666667	-5.09988871	0.3767872311
16.5	9.5	0.525	-5.095950985	0.3839265821
16.5	9.5	0.5333333333	-5.025071937	0.9660680191
16.5	9.5	0.5416666667	-4.666751872	0.9981955932
16.5	9.5	0.55	-3.981568393	1.038564227
16.5	9.5	0.5583333333	-2.749070179	1.075907612
16.5	9.5	0.5666666667	-2.304116942	1.083591884
16.5	9.5	0.575	-2.182018446	1.084689637
16.5	9.5	0.5833333333	-2.178083946	1.085520369
16.5	9.5	0.5916666667	-2.185985196	1.088259807
16.5	9.5	0.6	-2.185985196	1.091286045
16.5	9.5	0.6083333333	-2.189919696	1.086341211
21.5	9.5	0.008333333333	-3.894944895	0.1848446067
21.5	9.5	0.01666666667	-3.902813895	0.1848446067
21.5	9.5	0.025	-3.969764893	0.1900623953
21.5	9.5	0.03333333333	-4.324160133	0.2084601439
21.5	9.5	0.04166666667	-4.532849876	0.2243864646
21.5	9.5	0.05	-4.698240772	0.2304280625
21.5	9.5	0.05833333333	-4.796683894	0.2353699294
21.5	9.5	0.06666666667	-4.91481564	0.2455305739
21.5	9.5	0.075	-5.048698286	0.2567889715
21.5	9.5	0.08333333333	-5.151079133	0.2685962456
21.5	9.5	0.09166666667	-5.241646805	0.2861701849
21.5	9.5	0.1	-5.281024054	0.2960558966
21.5	9.5	0.1083333333	-5.324339028	0.3130809594
21.5	9.5	0.1166666667	-5.367654002	0.3257120428
21.5	9.5	0.125	-5.454283949	0.3556431218
21.5	9.5	0.1333333333	-5.493661198	0.3754135563
21.5	9.5	0.1416666667	-5.473972574	0.392438619
21.5	9.5	0.15	-5.485785748	0.4168779656
21.5	9.5	0.1583333333	-5.572415696	0.4440626838
21.5	9.5	0.1666666667	-5.576353421	0.4399436373
21.5	9.5	0.175	-5.58422887	0.4437877511
21.5	9.5	0.1833333333	-5.662983368	0.4698747162
21.5	9.5	0.1916666667	-5.698422892	0.4965105579
21.5	9.5	0.2	-5.690547442	0.5149083065
21.5	9.5	0.2083333333	-5.682671992	0.5280882665
21.5	9.5	0.2166666667	-5.682671992	0.5385228548
21.5	9.5	0.225	-5.686609717	0.562138392
21.5	9.5	0.2333333333	-5.686609717	0.5970123268
21.5	9.5	0.2416666667	-5.666921093	0.6206268751
21.5	9.5	0.25	-5.702360617	0.6382008144
21.5	9.5	0.2583333333	-5.749613315	0.6585211144
21.5	9.5	0.2666666667	-5.76142649	0.6741734913
21.5	9.5	0.275	-5.733862416	0.7054772561
21.5	9.5	0.2833333333	-5.725986966	0.707948684
21.5	9.5	0.2916666667	-5.725986966	0.707948684
21.5	9.5	0.3	-5.702360617	0.727170242
21.5	9.5	0.3083333333	-5.682671992	0.7436454392
